team,opponent,team_score,opponent_score,outcome
Twins,D-backs,2,6,0.0
Orioles,Yankees,0,5,0.0
Tigers,White Sox,0,2,0.0
Rockies,Padres,0,1,0.0
Astros,Rangers,3,4,0.0
Indians,Royals,0,2,0.0
Braves,Pirates,0,1,0.0
Mariners,Blue Jays,4,14,0.0
Dodgers,Giants,2,5,0.0
Cubs,Cardinals,0,8,0.0
Athletics,Angels,0,2,0.0
D-backs,Twins,3,6,0.0
Yankees,Orioles,4,5,0.0
White Sox,Tigers,3,4,0.0
Padres,Rockies,2,3,0.0
Astros,Rangers,1,2,0.0
Indians,Royals,1,7,0.0
Brewers,Reds,1,3,0.0
Mets,Nationals,2,4,0.0
Phillies,Marlins,0,2,0.0
Braves,Pirates,2,3,0.0
Mariners,Blue Jays,2,10,0.0
Giants,Dodgers,2,4,0.0
Cardinals,Cubs,3,4,0.0
Red Sox,Rays,2,6,0.0
Athletics,Angels,4,5,0.0
D-backs,Twins,1,2,0.0
Yankees,Orioles,5,9,0.0
White Sox,Tigers,1,6,0.0
Rockies,Padres,3,4,0.0
Astros,Rangers,1,5,0.0
Royals,Indians,4,6,0.0
Reds,Brewers,0,5,0.0
Marlins,Phillies,1,2,0.0
Pirates,Braves,2,6,0.0
Mariners,Blue Jays,0,1,0.0
Giants,Dodgers,1,9,0.0
Cardinals,Cubs,1,3,0.0
Rays,Red Sox,3,11,0.0
Orioles,Yankees,5,6,0.0
White Sox,Royals,3,6,0.0
Brewers,Reds,3,5,0.0
Twins,Tigers,2,4,0.0
Nationals,Mets,4,7,0.0
Mets,Nationals,0,3,0.0
Athletics,Rangers,1,2,0.0
Phillies,Marlins,4,6,0.0
Braves,Pirates,1,10,0.0
Padres,Giants,8,9,0.0
Blue Jays,Mariners,5,7,0.0
Rays,Red Sox,1,11,0.0
Angels,Mariners,3,4,0.0
Braves,Phillies,4,5,0.0
Orioles,Blue Jays,2,4,0.0
Brewers,Cubs,4,6,0.0
Rockies,Dodgers,4,7,0.0
Mets,Astros,1,3,0.0
White Sox,Royals,1,3,0.0
Marlins,Nationals,0,4,0.0
Nationals,Marlins,7,15,0.0
Tigers,Twins,4,11,0.0
Red Sox,Yankees,2,3,0.0
Rangers,Athletics,2,6,0.0
Reds,Pirates,1,3,0.0
Giants,Padres,1,4,0.0
D-backs,Cardinals,6,7,0.0
Rays,Indians,0,1,0.0
Angels,Mariners,1,2,0.0
Phillies,Braves,2,4,0.0
Orioles,Blue Jays,2,4,0.0
Cubs,Brewers,1,2,0.0
Rockies,Dodgers,5,6,0.0
Astros,Mets,1,2,0.0
Royals,White Sox,4,5,0.0
Marlins,Nationals,1,5,0.0
Tigers,Twins,3,12,0.0
Yankees,Red Sox,4,10,0.0
Athletics,Rangers,4,5,0.0
Pirates,Reds,6,10,0.0
Padres,Giants,1,3,0.0
Cardinals,D-backs,2,5,0.0
Indians,Rays,0,2,0.0
Angels,Mariners,1,4,0.0
Phillies,Braves,1,2,0.0
Blue Jays,Orioles,0,1,0.0
Brewers,Cubs,2,5,0.0
Rockies,Dodgers,5,10,0.0
Astros,Mets,3,8,0.0
White Sox,Royals,4,6,0.0
Marlins,Nationals,0,1,0.0
Twins,Tigers,0,3,0.0
Red Sox,Yankees,5,9,0.0
Rangers,Athletics,0,4,0.0
Pirates,Reds,1,4,0.0
Padres,Giants,3,9,0.0
D-backs,Cardinals,0,1,0.0
Rays,Indians,2,7,0.0
